Date - Intl. format or prompt,Text,Link(s) - Separated by comma for FB carousels,Media URL(s) - Separated by comma,Title - For the video, pin, PDF ..,Label(s) - Separated by comma,Alt text(s) - Separated by ||,Comment(s) - Separated by ||,Pin board, FB album, or Google category,Post subtype - I.e. story, reel, PDF ..,CTA - For Facebook links or Google,Reminder - For stories, reels, shorts, and TikToks
2025-11-20 09:00,"Your healing is not linear.

Some days you'll feel strong and capable. Other days, you'll need to rest and recover. Both are part of the process. The setbacks don't erase how far you've come.

Keep going. 💚

#healing #recovery #healingjourney #traumarecovery #mentalhealthmatters #selfhealing #healingquotes #growth #transformation #wellness #healingtiktok #truthovertactic #progressnotperfection #youvegotthis",,PLACEHOLDER-your-healing-is-not-linear.png,,,,,,,,,
2025-11-20 13:00,"Rest is part of the work.

You don't have to be productive every moment. Your body and mind need time to integrate, process, and restore. Rest isn't laziness—it's essential to your healing.

Give yourself permission. 💚

#selfcare #rest #healing #mentalhealthmatters #selfcompassion #bekindtoyourself #compassion #wellness #burnoutrecovery #restorative #youmatter #truthovertactic #healingjourney #selflove",,PLACEHOLDER-rest-is-part-of-the-work.png,,,,,,,,,
2025-11-20 19:00,"Healing isn't pretty. It's real.

It's messy and uncomfortable and sometimes feels like you're going backward. It's not Instagram-perfect. But it's honest, it's necessary, and it's yours.

And that's what makes it powerful. 💚

#healing #real #authentic #rawandreal #healingjourney #messy #traumarecovery #truth #honesty #realitycheck #mentalhealthmatters #truthovertactic #healingtok #nofilter",,PLACEHOLDER-healing-isnt-pretty-its-real.png,,,,,,,,,
2025-11-21 09:00,"You're not broken. You're breaking free.

What feels like falling apart is actually you shedding what no longer serves you. You're not damaged—you're evolving, growing, and becoming who you were always meant to be.

This is transformation. 💚

#personalgrowth #growth #transformation #evolving #becoming #notbroken #breaking free #mentalhealth #healing #selfgrowth #growthmindset #truthovertactic #development #journey",,PLACEHOLDER-youre-not-broken-youre-breaking-free.png,,,,,,,,,
2025-11-21 13:00,"It's okay to not be okay today.

You don't have to have it all together. You don't have to smile through the pain. Some days are harder than others, and that's completely normal. Give yourself permission to feel whatever comes up.

You're still doing great. 💚

#selfcompassion #itsokay #mentalhealth #mentalhealthmatters #bekindtoyourself #compassion #gentleness #youmatter #healing #support #notokay #truthovertactic #badday #selflove",,PLACEHOLDER-its-okay-to-not-be-okay-today.png,,,,,,,,,
2025-11-21 19:00,"Choose yourself. Again and again.

Every time you honor your needs, set a boundary, or walk away from what hurts you, you're choosing yourself. Keep doing it. You deserve your own loyalty.

You are worth it. 💚

#boundaries #chooseyourself #selfrespect #knowyourworth #protectyourpeace #boundariesmatter #selfcare #mentalhealth #selflove #loyalty #worthit #truthovertactic #settingboundaries #healthyboundaries",,PLACEHOLDER-choose-yourself-again-and-again.png,,,,,,,,,
2025-11-22 09:00,"Every ending is a new beginning.

What you're leaving behind is making space for something better. The chapter that's closing wasn't meant to last forever. Trust that what's next is worth the letting go.

Better is coming. 💚

#newbeginnings #freshstart #movingforward #lettinggo #newchapter #hope #future #transformation #change #startover #rebirth #truthovertactic #betterdaysahead #nextchapter",,PLACEHOLDER-every-ending-is-a-new-beginning.png,,,,,,,,,
2025-11-22 13:00,"Your truth is your power.

When you stop hiding, apologizing, or minimizing what you know to be real, you reclaim your strength. Your truth doesn't need validation from anyone else. It just needs you to speak it.

Own it. 💚

#truth #power #truthmatters #authenticity #speaktruth #knowyourtruth #realitycheck #ownit #strength #empowerment #truthovertactic #liveyourtruth #truthtelling #selfawareness",,PLACEHOLDER-your-truth-is-your-power.png,,,,,,,,,
2025-11-22 19:00,"Healing takes the time it takes.

There's no deadline. No timeline. No schedule you're supposed to follow. Your healing will unfold at exactly the pace it needs to. Stop rushing yourself.

You're right on time. 💚

#healing #time #healingjourney #patience #norushing #process #traumarecovery #mentalhealthmatters #selfcompassion #gentleness #itsokay #truthovertactic #healingtiktok #recovery",,PLACEHOLDER-healing-takes-the-time-it-takes.png,,,,,,,,,
2025-11-23 09:00,"Stop apologizing for needing space.

Your boundaries aren't negotiable. Your need for distance, quiet, or time alone isn't something you should feel guilty about. Anyone who makes you feel bad for protecting your peace has shown you exactly who they are.

Believe them. 💚

#boundaries #space #noapologies #protectyourpeace #healthyboundaries #settingboundaries #selfcare #mentalhealth #noguilt #knowyourworth #truthovertactic #boundariesmatter #distance #selfrespect",,PLACEHOLDER-stop-apologizing-for-needing-space.png,,,,,,,,,
2025-11-23 13:00,"You survived. Now thrive.

Survival was just the beginning. You've made it through the worst. Now it's time to build the life you deserve—one filled with peace, joy, and freedom.

Your best days are ahead. 💚

#resilience #thrive #survivor #strength #strong #keepgoing #youvegotthis #nevergiveup #courage #brave #mentalstrength #truthovertactic #survivortothriver #newlife",,PLACEHOLDER-you-survived-now-thrive.png,,,,,,,,,
2025-11-23 19:00,"Your feelings are valid. All of them.

The anger, the grief, the confusion, the relief—every single emotion is real and deserves space. You don't have to justify how you feel. You just have to let yourself feel it.

All of it matters. 💚

#selfcompassion #feelings #valid #emotions #itsokay #mentalhealthmatters #emotionalhealth #youmatter #allthefeels #truthovertactic #validation #healing #bekindtoyourself #selflove",,PLACEHOLDER-your-feelings-are-valid-all-of-them.png,,,,,,,,,
2025-11-24 09:00,"The best is still ahead.

What you've been through doesn't define what's coming. The pain behind you is making room for the peace ahead. Keep moving forward.

Your story isn't over yet. 💚

#hope #future #newbeginnings #betterdaysahead #movingforward #freshstart #keepgoing #optimism #possibilities #truthovertactic #thebest #nextchapter #transformation #newlife",,PLACEHOLDER-the-best-is-still-ahead.png,,,,,,,,,
2025-11-24 13:00,"Closure is something you give yourself.

You don't need their apology, their acknowledgment, or their explanation. You can close the door yourself. Your healing doesn't require their participation.

You have everything you need. 💚

#personalgrowth #closure #healing #movingforward #lettinggo #selfhealing #empowerment #truth #knowyourworth #independence #truthovertactic #noapologyneeded #selfsufficient #freedom",,PLACEHOLDER-closure-is-something-you-give-yourself.png,,,,,,,,,
2025-11-24 19:00,"Your pain is not your punishment.

What happened to you wasn't karma, a lesson, or something you deserved. It was wrong. And you deserved better then, just like you deserve peace now.

You are not being punished. 💚

#truth #validation #notkarma #deservedbetter #realitycheck #truthmatters #knowyourworth #mentalhealthmatters #healing #support #truthovertactic #notpunishment #deservebetter #compassion",,PLACEHOLDER-your-pain-is-not-your-punishment.png,,,,,,,,,
2025-11-25 09:00,"Break the cycle. Choose different.

You have the power to make choices they never gave you. To create safety they never provided. To build a life they couldn't imagine. You're not doomed to repeat the past.

You're writing something new. 💚

#personalgrowth #breakingcycles #change #transformation #different #choice #empowerment #healing #future #newlife #truthovertactic #generationalhealing #newpatterns #freedom",,PLACEHOLDER-break-the-cycle-choose-different.png,,,,,,,,,
2025-11-25 13:00,"You don't owe anyone your story.

Your journey is yours to share or keep private. You get to decide who deserves access to your pain, your healing, and your truth. Protect your story like you'd protect anything precious.

Because it is. 💚

#boundaries #yourstory #privacy #protectyourself #settingboundaries #healthyboundaries #selfcare #knowyourworth #empowerment #control #truthovertactic #nosharing #yourjourney #safetymatters",,PLACEHOLDER-you-dont-owe-anyone-your-story.png,,,,,,,,,
